Incident_ID,Date,User,Threat_Type,Severity,Status,Country,Device,Source,Response_Time_Minutes
3320,2026-02-03,user137,Phishing,Low,Investigating,UK,Desktop,Firewall,146
3321,2025-12-12,user195,Insider Threat,Low,Escalated,Japan,Desktop,Identity Provider,191
3322,2025-03-07,user429,Malware,Medium,Investigating,Germany,Cloud VM,Identity Provider,18
3323,2025-08-23,user11,Insider Threat,Medium,Escalated,Germany,Mobile,Email,121
3324,2025-06-21,user253,Malware,Low,Investigating,India,Laptop,Email,75
3325,2025-07-23,user363,Ransomware,Medium,Open,Netherlands,Laptop,Endpoint,415
3326,2025-06-28,user287,Credential Attack,Medium,Escalated,Australia,Cloud VM,SIEM,574
3327,2025-04-15,user113,Insider Threat,Low,Closed,Australia,Mobile,Email,619
3328,2025-04-06,user56,DDoS,Medium,Escalated,Japan,Laptop,Firewall,398
3329,2025-05-05,user497,Data Exfiltration,Critical,Escalated,Canada,Desktop,Endpoint,28
3330,2025-04-17,user47,Brute Force,Medium,Escalated,Singapore,Server,Endpoint,535
3331,2025-03-14,user159,Data Exfiltration,Medium,Investigating,Japan,Desktop,Identity Provider,515
3332,2025-12-09,user66,DDoS,Low,Open,UK,Laptop,Web Gateway,405
3333,2025-12-07,user26,Malware,Low,Escalated,India,Server,Email,608
3334,2025-01-13,user287,Insider Threat,Low,Closed,UAE,Laptop,SIEM,672
3335,2025-04-14,user374,Phishing,High,Closed,Germany,Server,SIEM,676
3336,2025-04-22,user196,Credential Attack,High,Open,India,Laptop,Identity Provider,43
3337,2025-10-29,user27,Credential Attack,Low,Escalated,Netherlands,Laptop,Identity Provider,8
3338,2026-02-19,user482,DDoS,High,Open,UK,Cloud VM,Identity Provider,241
3339,2025-06-21,user358,DDoS,Low,Closed,Japan,Laptop,Web Gateway,240
3340,2025-01-26,user473,DDoS,High,Escalated,Singapore,Mobile,Email,253
3341,2026-01-30,user214,Data Exfiltration,Low,Open,Netherlands,Laptop,Endpoint,145
3342,2025-12-12,user326,Data Exfiltration,Medium,Investigating,Japan,Server,SIEM,719
3343,2025-05-12,user394,Brute Force,High,Investigating,Germany,Laptop,Email,42
3344,2025-06-28,user349,Credential Attack,Medium,Closed,India,Cloud VM,SIEM,514
3345,2025-04-14,user310,Brute Force,Medium,Investigating,UK,Laptop,Web Gateway,603
3346,2025-03-05,user383,DDoS,Low,Escalated,Japan,Desktop,SIEM,422
3347,2026-01-11,user443,Insider Threat,Medium,Open,Singapore,Mobile,SIEM,495
3348,2025-12-20,user444,Malware,Medium,Escalated,Singapore,Desktop,Identity Provider,548
3349,2025-10-05,user415,Credential Attack,Medium,Closed,Singapore,Cloud VM,Web Gateway,685
3350,2025-12-08,user184,Phishing,Low,Escalated,UK,Mobile,SIEM,181
3351,2025-10-31,user82,Ransomware,Medium,Escalated,UAE,Cloud VM,Identity Provider,532
3352,2025-01-06,user292,Credential Attack,Medium,Escalated,USA,Mobile,Firewall,178
3353,2025-04-06,user282,Phishing,Medium,Closed,Australia,Cloud VM,Web Gateway,113
3354,2025-03-11,user166,Insider Threat,Medium,Escalated,UAE,Desktop,SIEM,335
3355,2025-11-05,user429,Brute Force,Medium,Open,Netherlands,Desktop,Web Gateway,383
3356,2026-01-15,user273,Phishing,Low,Open,Canada,Laptop,SIEM,116
3357,2026-02-04,user199,Insider Threat,Medium,Closed,Japan,Laptop,Endpoint,609
3358,2025-06-30,user445,Data Exfiltration,Medium,Open,Netherlands,Cloud VM,SIEM,87
3359,2025-11-28,user59,DDoS,Medium,Open,India,Server,Email,9
3360,2026-01-03,user309,Ransomware,Low,Closed,Netherlands,Mobile,Web Gateway,508
3361,2025-06-28,user328,Brute Force,Critical,Closed,India,Desktop,Web Gateway,205
3362,2025-01-10,user64,Malware,High,Closed,Australia,Laptop,Email,664
3363,2025-09-17,user201,Phishing,Medium,Closed,Japan,Laptop,SIEM,682
3364,2025-11-26,user308,Insider Threat,Low,Closed,UK,Desktop,Endpoint,422
3365,2025-11-06,user108,Malware,Medium,Open,Singapore,Desktop,Email,18
3366,2026-02-05,user488,Brute Force,Medium,Open,UK,Server,Endpoint,399
3367,2025-11-30,user364,Data Exfiltration,Low,Escalated,Australia,Desktop,SIEM,655
3368,2025-05-28,user13,Insider Threat,Medium,Open,Canada,Server,SIEM,684
3369,2025-11-02,user189,Data Exfiltration,Medium,Escalated,Canada,Laptop,Identity Provider,394
3370,2025-10-05,user463,Brute Force,High,Investigating,Canada,Server,Firewall,229
3371,2025-05-11,user170,Malware,Low,Escalated,Netherlands,Cloud VM,Identity Provider,433
3372,2025-07-01,user475,Credential Attack,Medium,Investigating,Netherlands,Desktop,Firewall,580
3373,2026-01-15,user439,Credential Attack,Medium,Investigating,Netherlands,Mobile,Identity Provider,168
3374,2025-08-02,user427,Brute Force,Low,Escalated,Canada,Cloud VM,Firewall,251
3375,2025-03-20,user16,Brute Force,Medium,Escalated,India,Cloud VM,Web Gateway,302
3376,2025-05-05,user82,Data Exfiltration,High,Closed,Canada,Server,Endpoint,445
3377,2025-11-02,user354,Insider Threat,High,Open,Australia,Laptop,Identity Provider,317
3378,2025-06-13,user410,Phishing,Medium,Open,Japan,Desktop,Web Gateway,280
3379,2025-07-25,user238,Ransomware,High,Open,India,Mobile,Endpoint,292
3380,2025-03-30,user470,Credential Attack,Medium,Escalated,UAE,Desktop,Identity Provider,506
3381,2025-03-14,user433,Insider Threat,Low,Investigating,India,Desktop,Web Gateway,34
3382,2025-02-02,user216,Ransomware,Low,Investigating,USA,Server,Email,697
3383,2025-03-09,user353,Phishing,Low,Investigating,India,Desktop,Web Gateway,101
3384,2025-06-09,user108,Insider Threat,Low,Open,UK,Mobile,Web Gateway,276
3385,2026-01-31,user351,Credential Attack,High,Escalated,Japan,Server,Endpoint,85
3386,2026-02-13,user370,Malware,Low,Closed,Australia,Cloud VM,Email,286
3387,2025-03-27,user206,Insider Threat,Low,Escalated,Canada,Desktop,Web Gateway,449
3388,2025-12-12,user195,Ransomware,High,Investigating,USA,Laptop,Web Gateway,377
3389,2025-09-11,user115,Credential Attack,Medium,Investigating,Australia,Server,Firewall,87
3390,2025-05-13,user324,Data Exfiltration,Critical,Open,Japan,Desktop,Firewall,101
3391,2025-02-10,user245,DDoS,Low,Investigating,Australia,Desktop,Identity Provider,469
3392,2025-12-24,user17,Data Exfiltration,Low,Closed,Netherlands,Laptop,SIEM,471
3393,2025-04-13,user127,Brute Force,Low,Open,UK,Laptop,Identity Provider,330
3394,2025-09-01,user192,Data Exfiltration,High,Closed,Singapore,Server,Email,182
3395,2026-01-21,user218,Phishing,Medium,Open,Netherlands,Mobile,SIEM,168
3396,2025-01-08,user302,Phishing,Medium,Closed,USA,Cloud VM,SIEM,251
3397,2025-01-11,user405,Credential Attack,Critical,Investigating,USA,Mobile,Identity Provider,510
3398,2025-01-31,user160,Insider Threat,Low,Investigating,Japan,Cloud VM,Web Gateway,151
3399,2026-02-25,user65,Data Exfiltration,Medium,Open,UK,Desktop,Firewall,239
3400,2026-02-02,user272,Phishing,Low,Investigating,USA,Server,Identity Provider,160
3401,2025-01-30,user75,Insider Threat,Medium,Closed,Singapore,Server,Firewall,52
3402,2025-12-14,user75,Ransomware,High,Closed,USA,Desktop,Firewall,140
3403,2025-08-30,user186,Insider Threat,Medium,Escalated,UK,Cloud VM,Web Gateway,70
3404,2025-02-26,user368,Insider Threat,Low,Open,Canada,Server,Endpoint,92
3405,2025-09-24,user436,Credential Attack,Medium,Closed,Singapore,Cloud VM,Firewall,235
3406,2026-02-12,user44,Phishing,Medium,Closed,Japan,Mobile,SIEM,126
3407,2025-12-14,user329,Malware,Low,Escalated,UK,Cloud VM,Email,694
3408,2025-08-28,user310,Ransomware,Medium,Investigating,USA,Mobile,Endpoint,170
3409,2025-09-18,user58,Data Exfiltration,Low,Open,India,Cloud VM,SIEM,239
3410,2026-02-24,user317,Ransomware,Low,Closed,Singapore,Cloud VM,Email,334
3411,2025-08-15,user112,Brute Force,Medium,Escalated,USA,Laptop,Firewall,145
3412,2025-10-17,user264,Brute Force,Medium,Escalated,Canada,Server,Web Gateway,638
3413,2026-01-09,user42,Insider Threat,High,Open,Canada,Server,Firewall,57
3414,2025-01-06,user415,Ransomware,Low,Escalated,Netherlands,Desktop,Web Gateway,511
3415,2025-10-12,user314,Phishing,High,Investigating,Australia,Laptop,Endpoint,613
3416,2025-06-11,user258,Data Exfiltration,Medium,Escalated,India,Desktop,Identity Provider,53
3417,2025-05-20,user5,Credential Attack,Low,Escalated,Australia,Server,Identity Provider,75
3418,2025-10-02,user365,Ransomware,Low,Escalated,Netherlands,Cloud VM,Email,50
3419,2025-02-08,user455,Credential Attack,High,Closed,UAE,Desktop,Email,54
3420,2026-01-20,user161,Malware,Low,Investigating,Singapore,Laptop,Email,563
3421,2025-06-08,user82,Ransomware,Low,Closed,Netherlands,Cloud VM,Endpoint,375
3422,2026-02-12,user121,Ransomware,Low,Closed,USA,Mobile,Web Gateway,129
3423,2026-01-06,user400,Data Exfiltration,Low,Open,Germany,Cloud VM,Web Gateway,697
3424,2025-12-08,user349,Malware,Medium,Escalated,Germany,Mobile,Web Gateway,17
3425,2025-08-27,user384,DDoS,Medium,Escalated,UAE,Desktop,Email,48
3426,2025-01-12,user182,Ransomware,Low,Open,India,Mobile,Email,472
3427,2025-02-28,user223,Credential Attack,Low,Investigating,India,Cloud VM,Web Gateway,333
3428,2025-02-23,user93,Credential Attack,Medium,Investigating,USA,Laptop,Web Gateway,87
3429,2025-11-15,user136,DDoS,Medium,Investigating,Singapore,Cloud VM,SIEM,150
3430,2025-11-12,user203,Insider Threat,Low,Open,Japan,Desktop,SIEM,443
3431,2025-09-13,user41,Credential Attack,Medium,Open,Netherlands,Cloud VM,SIEM,149
3432,2025-08-06,user124,Insider Threat,Medium,Closed,Singapore,Mobile,SIEM,561
3433,2025-04-23,user482,Phishing,Medium,Escalated,Germany,Mobile,Email,205
3434,2025-10-06,user434,Brute Force,High,Open,UK,Desktop,Endpoint,708
3435,2025-12-02,user475,DDoS,Medium,Open,Canada,Server,SIEM,395
3436,2025-04-01,user254,Data Exfiltration,Low,Closed,India,Server,Identity Provider,118
3437,2025-02-06,user413,Brute Force,Medium,Open,Canada,Desktop,Identity Provider,692
3438,2025-02-22,user192,Ransomware,Low,Closed,USA,Cloud VM,SIEM,549
3439,2026-01-13,user216,Credential Attack,High,Escalated,Canada,Mobile,Email,261
3440,2025-07-18,user161,Data Exfiltration,Medium,Escalated,Japan,Cloud VM,SIEM,27
3441,2025-04-21,user194,Credential Attack,Low,Investigating,Netherlands,Desktop,SIEM,704
3442,2025-11-05,user472,Credential Attack,Medium,Closed,USA,Server,Web Gateway,190
3443,2026-01-18,user488,Ransomware,High,Open,UK,Mobile,Email,397
3444,2025-06-18,user307,Credential Attack,Low,Open,Canada,Laptop,SIEM,707
3445,2025-03-16,user297,Malware,Low,Escalated,UK,Desktop,Web Gateway,165
3446,2025-05-24,user246,Malware,Medium,Open,USA,Cloud VM,Email,462
3447,2025-12-23,user299,Data Exfiltration,Medium,Escalated,Australia,Mobile,Web Gateway,632
3448,2026-01-09,user405,DDoS,High,Escalated,Canada,Cloud VM,Web Gateway,464
3449,2025-11-16,user308,Phishing,Low,Closed,USA,Mobile,Email,118
3450,2025-05-23,user280,Data Exfiltration,High,Escalated,Australia,Cloud VM,Identity Provider,102
3451,2025-10-11,user318,Malware,Critical,Open,Singapore,Laptop,SIEM,221
3452,2025-11-20,user411,Insider Threat,Medium,Closed,USA,Mobile,Endpoint,101
3453,2025-03-28,user306,Brute Force,Critical,Investigating,Australia,Mobile,Endpoint,429
3454,2025-02-22,user215,DDoS,Medium,Closed,UAE,Cloud VM,Web Gateway,77
3455,2025-02-15,user294,Credential Attack,Medium,Open,Singapore,Cloud VM,Endpoint,719
3456,2025-01-25,user59,Credential Attack,Medium,Open,UAE,Laptop,SIEM,510
3457,2025-06-28,user97,Ransomware,Low,Closed,Germany,Mobile,Email,252
3458,2025-02-09,user241,Insider Threat,Low,Open,India,Server,Identity Provider,621
3459,2025-01-29,user125,Brute Force,Medium,Investigating,Canada,Server,Web Gateway,345
3460,2025-09-15,user116,Insider Threat,Medium,Closed,Japan,Cloud VM,Web Gateway,131
3461,2025-03-20,user247,DDoS,Critical,Closed,Japan,Desktop,Endpoint,334
3462,2026-02-02,user493,Insider Threat,Low,Investigating,USA,Cloud VM,Identity Provider,193
3463,2025-06-15,user286,Malware,Medium,Investigating,UAE,Mobile,Endpoint,113
3464,2026-02-24,user361,Ransomware,High,Escalated,India,Laptop,Identity Provider,560
3465,2025-07-22,user120,DDoS,Medium,Open,Germany,Cloud VM,Firewall,330
3466,2025-04-30,user49,Insider Threat,Medium,Open,Japan,Desktop,Email,486
3467,2025-11-03,user205,Insider Threat,High,Open,Japan,Mobile,Identity Provider,682
3468,2025-06-06,user186,Brute Force,Low,Investigating,India,Cloud VM,Identity Provider,630
3469,2025-11-06,user444,Ransomware,High,Escalated,UAE,Desktop,Firewall,671
3470,2026-01-25,user474,Malware,Medium,Open,USA,Desktop,Endpoint,641
3471,2025-08-29,user99,Data Exfiltration,Medium,Escalated,UK,Laptop,SIEM,677
3472,2025-04-26,user362,DDoS,Critical,Closed,Canada,Desktop,Identity Provider,180
3473,2025-11-27,user88,DDoS,Low,Closed,India,Mobile,Identity Provider,256
3474,2025-04-05,user376,Credential Attack,Medium,Investigating,India,Laptop,Web Gateway,107
3475,2025-11-29,user405,DDoS,Low,Closed,Canada,Cloud VM,Firewall,164
3476,2025-12-09,user343,Phishing,Low,Investigating,Germany,Server,Email,719
3477,2025-11-04,user158,Brute Force,Medium,Open,USA,Cloud VM,SIEM,678
3478,2025-02-03,user173,Data Exfiltration,Critical,Open,Japan,Cloud VM,Firewall,110
3479,2025-06-08,user254,Insider Threat,Low,Open,Germany,Mobile,Email,332
3480,2025-06-09,user426,Ransomware,Low,Investigating,USA,Cloud VM,Email,525
3481,2025-04-02,user198,Malware,Medium,Open,India,Desktop,Firewall,397
3482,2025-06-13,user316,DDoS,Low,Closed,India,Desktop,Endpoint,496
3483,2025-07-15,user365,Data Exfiltration,Medium,Escalated,Japan,Desktop,Endpoint,588
3484,2025-06-27,user120,Credential Attack,Medium,Open,Japan,Server,Email,71
3485,2025-11-17,user422,Credential Attack,Medium,Open,Japan,Desktop,Firewall,134
3486,2025-05-24,user335,Ransomware,Low,Escalated,Singapore,Desktop,Web Gateway,197
3487,2025-05-19,user210,Credential Attack,Low,Investigating,Netherlands,Cloud VM,Web Gateway,240
3488,2025-05-02,user132,Credential Attack,Medium,Open,Netherlands,Mobile,SIEM,631
3489,2025-05-11,user375,Phishing,Medium,Investigating,Canada,Desktop,Firewall,260
3490,2026-01-08,user288,Ransomware,Medium,Closed,Netherlands,Server,Firewall,26
3491,2025-08-19,user138,Credential Attack,Low,Open,Japan,Server,Endpoint,577
3492,2025-11-21,user463,Insider Threat,Medium,Escalated,India,Desktop,Web Gateway,442
3493,2026-02-18,user464,Data Exfiltration,Low,Closed,Australia,Cloud VM,Email,486
3494,2025-07-27,user169,Phishing,Low,Open,Netherlands,Cloud VM,Endpoint,9
3495,2025-01-20,user391,Insider Threat,Low,Escalated,Germany,Server,Firewall,630
3496,2025-11-27,user206,Data Exfiltration,Medium,Escalated,Singapore,Mobile,Web Gateway,556
3497,2025-11-09,user297,DDoS,Medium,Escalated,USA,Mobile,Identity Provider,662
3498,2025-01-12,user447,Data Exfiltration,Medium,Open,Canada,Cloud VM,SIEM,89
3499,2025-02-11,user14,Credential Attack,High,Investigating,UAE,Laptop,Firewall,406
3500,2025-09-03,user425,Insider Threat,Medium,Investigating,India,Server,Email,560
3501,2026-01-08,user259,Data Exfiltration,Critical,Open,Singapore,Mobile,Identity Provider,304
3502,2025-05-14,user289,Ransomware,Low,Closed,Australia,Cloud VM,Identity Provider,450
3503,2025-10-22,user265,Insider Threat,Low,Investigating,Australia,Laptop,Identity Provider,348
3504,2026-02-05,user210,Data Exfiltration,High,Closed,UAE,Server,Firewall,51
3505,2025-03-11,user423,DDoS,Critical,Escalated,USA,Mobile,Identity Provider,554
3506,2025-10-28,user86,Insider Threat,High,Open,Canada,Laptop,Endpoint,343
3507,2025-01-29,user442,Credential Attack,Medium,Escalated,Singapore,Desktop,SIEM,313
3508,2025-09-21,user405,Malware,Medium,Closed,Netherlands,Server,Web Gateway,255
3509,2026-01-24,user384,Data Exfiltration,High,Open,Singapore,Desktop,Firewall,529
3510,2025-06-29,user114,Phishing,High,Open,India,Laptop,Endpoint,454
3511,2025-10-09,user296,Data Exfiltration,Medium,Open,Japan,Desktop,Email,306
3512,2025-11-26,user472,Insider Threat,Low,Escalated,UAE,Server,Web Gateway,390
3513,2026-01-24,user244,Phishing,High,Escalated,Australia,Mobile,Endpoint,57
3514,2025-04-10,user383,Data Exfiltration,Low,Investigating,Canada,Desktop,Identity Provider,614
3515,2025-05-13,user207,Data Exfiltration,High,Closed,Germany,Laptop,Web Gateway,78
3516,2025-12-12,user494,Ransomware,Low,Investigating,UAE,Mobile,Email,493
3517,2026-01-01,user432,Phishing,Medium,Closed,USA,Mobile,Firewall,291
3518,2025-07-02,user237,Brute Force,High,Closed,Singapore,Desktop,SIEM,255
3519,2025-07-20,user228,Insider Threat,Medium,Escalated,UAE,Server,SIEM,388
3520,2025-11-10,user140,DDoS,Medium,Investigating,Netherlands,Server,Endpoint,606
3521,2025-07-01,user435,Credential Attack,Medium,Escalated,Canada,Laptop,Endpoint,492
3522,2025-07-19,user239,Data Exfiltration,Medium,Investigating,India,Server,Endpoint,28
3523,2025-09-03,user216,Brute Force,Medium,Investigating,Japan,Mobile,Firewall,209
3524,2025-06-02,user46,Malware,Low,Escalated,Germany,Desktop,Email,641
3525,2025-10-29,user30,Phishing,Medium,Open,Japan,Server,Identity Provider,39
3526,2026-02-12,user210,Insider Threat,Medium,Closed,Germany,Server,Identity Provider,274
3527,2025-06-25,user126,Insider Threat,Medium,Escalated,Australia,Desktop,Firewall,189
3528,2025-04-13,user443,Ransomware,Critical,Escalated,India,Laptop,Email,271
3529,2025-08-27,user15,Malware,Low,Closed,Canada,Cloud VM,Identity Provider,375
3530,2025-08-04,user40,Malware,Medium,Escalated,Australia,Laptop,Email,565
3531,2025-02-22,user350,Insider Threat,Medium,Escalated,Canada,Mobile,SIEM,83
3532,2025-06-09,user374,DDoS,Medium,Escalated,USA,Cloud VM,Identity Provider,668
3533,2025-07-29,user262,Brute Force,Medium,Investigating,UAE,Cloud VM,SIEM,414
3534,2025-12-10,user334,Data Exfiltration,Medium,Closed,Japan,Laptop,Identity Provider,386
3535,2025-12-31,user69,Insider Threat,Medium,Investigating,India,Cloud VM,Identity Provider,638
3536,2025-02-04,user142,Ransomware,High,Closed,India,Desktop,Web Gateway,195
3537,2025-09-12,user217,DDoS,High,Investigating,Canada,Mobile,Identity Provider,252
3538,2025-11-16,user274,Data Exfiltration,Low,Closed,USA,Server,Email,368
3539,2025-02-04,user111,Malware,Medium,Escalated,India,Server,SIEM,319
3540,2025-08-19,user445,Credential Attack,Low,Open,Canada,Mobile,Identity Provider,517
3541,2025-06-23,user86,DDoS,Medium,Investigating,UK,Laptop,Endpoint,340
3542,2025-11-07,user135,DDoS,Low,Closed,Germany,Cloud VM,SIEM,665
3543,2025-04-26,user430,Insider Threat,Critical,Escalated,Singapore,Server,SIEM,495
3544,2025-06-04,user49,Credential Attack,Low,Closed,Australia,Laptop,Web Gateway,695
3545,2025-04-07,user5,Ransomware,Medium,Investigating,Germany,Server,SIEM,330
3546,2025-10-01,user418,Malware,Low,Investigating,UK,Laptop,SIEM,568
3547,2025-11-05,user168,Insider Threat,High,Open,Japan,Cloud VM,Firewall,698
3548,2026-02-11,user499,Malware,Critical,Escalated,Australia,Server,Web Gateway,118
3549,2025-07-12,user236,Insider Threat,High,Closed,Germany,Cloud VM,Endpoint,104
3550,2025-10-28,user113,DDoS,Medium,Open,Netherlands,Laptop,Identity Provider,61
3551,2025-04-11,user492,Malware,High,Escalated,Germany,Server,Endpoint,626
3552,2026-02-23,user89,DDoS,Critical,Open,Japan,Server,Web Gateway,479
3553,2026-01-17,user431,Credential Attack,Critical,Open,Japan,Laptop,Endpoint,69
3554,2025-09-21,user161,Ransomware,Medium,Closed,Canada,Laptop,Email,307
3555,2026-01-06,user206,Malware,Low,Open,Australia,Server,Firewall,205
3556,2025-01-28,user488,Malware,Low,Open,Germany,Laptop,Firewall,308
3557,2025-01-06,user231,Brute Force,Medium,Open,India,Cloud VM,Identity Provider,422
3558,2025-07-04,user315,DDoS,Medium,Investigating,Australia,Mobile,SIEM,447
3559,2025-05-02,user384,DDoS,Low,Investigating,USA,Cloud VM,Identity Provider,193
3560,2025-11-02,user303,Malware,Low,Investigating,Australia,Desktop,Email,431
3561,2025-06-07,user351,Malware,Critical,Open,India,Mobile,Email,716
3562,2026-01-19,user196,Data Exfiltration,Medium,Open,India,Laptop,Identity Provider,544
3563,2025-11-22,user68,Ransomware,Medium,Closed,USA,Mobile,Web Gateway,149
3564,2025-08-02,user423,Ransomware,Low,Open,UAE,Server,Identity Provider,416
